Order,Order Chinese,Family,Family English,Family Chinese,Genus,Suggested Chinese genus name,Species count in AviList sample,China range keyword species count,Example species
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Gallirallus,,18,0,卡岛秧鸡 (Gallirallus calayanensis); 华氏秧鸡 (Gallirallus wallacii); 栗腹秧鸡 (Gallirallus castaneoventris)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Gymnocrex,,3,0,蓝脸秧鸡 (Gymnocrex rosenbergii); 裸眼秧鸡 (Gymnocrex plumbeiventris); 塔劳秧鸡 (Gymnocrex talaudensis)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Himantornis,,1,0,噪秧鸡 (Himantornis haematopus)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Laterallus,,11,0,荒岛秧鸡 (Laterallus rogersi); 达尔文花田鸡 (Laterallus notatus); 黄胸田鸡 (Laterallus flaviventer)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Lewinia,,4,0,灰胸秧鸡 (Lewinia striata); 褐斑秧鸡 (Lewinia mirifica); 卢氏秧鸡 (Lewinia pectoralis)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Megacrex,,1,0,新几内亚秧鸡 (Megacrex inepta)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Mundia,,1,0,阿森松秧鸡 (Mundia elpenor)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Mustelirallus,,4,0,灰喉田鸡 (Mustelirallus albicollis); 古巴秧鸡 (Mustelirallus cerverai); 哥伦比亚秧鸡 (Mustelirallus colombianus)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Paragallinula,,1,0,小黑水鸡 (Paragallinula angulata)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Pardirallus,,3,0,美洲斑秧鸡 (Pardirallus maculatus); 暗色秧鸡 (Pardirallus nigricans); 铅色秧鸡 (Pardirallus sanguinolentus)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Porphyrio,,8,0,辉青水鸡 (Porphyrio alleni); 紫青水鸡 (Porphyrio martinica); 淡青水鸡 (Porphyrio flavirostris)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Porphyriops,,1,0,斑胁水鸡 (Porphyriops melanops)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Porzana,,3,0,黑脸田鸡 (Porzana carolina); 斑胸田鸡 (Porzana porzana); 斑田鸡 (Porzana fluminea)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Rallina,,4,0,红颈秧鸡 (Rallina tricolor); 安达曼秧鸡 (Rallina canningi); 红腿斑秧鸡 (Rallina fasciata)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Rallus,,14,0,里氏秧鸡 (Rallus obsoletus); 阿芝秧鸡 (Rallus tenuirostris); 红树林秧鸡 (Rallus longirostris)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Rougetius,,1,0,鲁氏秧鸡 (Rougetius rougetii)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Rufirallus,,5,0,眼斑田鸡 (Rufirallus schomburgkii); 红顶田鸡 (Rufirallus viridis); 黑斑田鸡 (Rufirallus fasciatus)
Gruiformes,鹤形目,Rallidae,"Rails, Gallinules, and Coots",,Tribonyx,,2,0,黑尾水鸡 (Tribonyx ventralis); 绿水鸡 (Tribonyx mortierii)
Gruiformes,鹤形目,Sarothruridae,Flufftails,,Mentocrex,,2,0,石林秧鸡 (Mentocrex beankaensis); 马岛林秧鸡 (Mentocrex kioloides)
Gruiformes,鹤形目,Sarothruridae,Flufftails,,Rallicula,,4,0,栗秧鸡 (Rallicula rubra); 白纹栗秧鸡 (Rallicula leucospila); 黑翅栗秧鸡 (Rallicula forbesi)
Gruiformes,鹤形目,Sarothruridae,Flufftails,,Sarothrura,,9,0,白斑侏秧鸡 (Sarothrura pulchra); 黄斑侏秧鸡 (Sarothrura elegans); 红胸侏秧鸡 (Sarothrura rufa)
Leptosomiformes,鹃三宝鸟目,Leptosomidae,Cuckoo-roller,,Leptosomus,,1,0,鹃三宝鸟 (Leptosomus discolor)
Mesitornithiformes,拟鹑目,Mesitornithidae,Mesites,,Mesitornis,,2,0,白胸拟鹑 (Mesitornis variegatus); 褐拟鹑 (Mesitornis unicolor)
Mesitornithiformes,拟鹑目,Mesitornithidae,Mesites,,Monias,,1,0,本氏拟鹑 (Monias benschi)
Musophagiformes,蕉鹃目,Musophagidae,Turacos,,Corythaeola,,1,0,蓝蕉鹃 (Corythaeola cristata)
Musophagiformes,蕉鹃目,Musophagidae,Turacos,,Crinifer,,5,0,南非灰蕉鹃 (Crinifer concolor); 棕脸灰蕉鹃 (Crinifer personatus); 白腹灰蕉鹃 (Crinifer leucogaster)
Musophagiformes,蕉鹃目,Musophagidae,Turacos,,Gallirex,,2,0,紫冠蕉鹃 (Gallirex porphyreolophus); 红胸蕉鹃 (Gallirex johnstoni)
Musophagiformes,蕉鹃目,Musophagidae,Turacos,,Menelikornis,,2,0,王子蕉鹃 (Menelikornis ruspolii); 白颊蕉鹃 (Menelikornis leucotis)
Musophagiformes,蕉鹃目,Musophagidae,Turacos,,Tauraco,,13,0,紫蕉鹃 (Tauraco violaceus); 短冠紫蕉鹃 (Tauraco rossae); 黄嘴蕉鹃 (Tauraco macrorhynchus)
Nyctibiiformes,林鸱目,Nyctibiidae,Potoos,林鸱科,Nyctibius,,6,0,大钩嘴夜鹰 (Nyctibius grandis); 长尾钩嘴夜鹰 (Nyctibius aethereus); 钩嘴夜鹰 (Nyctibius griseus)
Nyctibiiformes,林鸱目,Nyctibiidae,Potoos,林鸱科,Phyllaemulor,,1,0,棕钩嘴夜鹰 (Phyllaemulor bracteatus)
Opisthocomiformes,麝雉目,Opisthocomidae,Hoatzin,,Opisthocomus,,1,0,麝雉 (Opisthocomus hoazin)
Otidiformes,鸨形目,Otididae,Bustards,,Afrotis,,2,0,黑鸨 (Afrotis afra); 白翅黑鸨 (Afrotis afraoides)
Otidiformes,鸨形目,Otididae,Bustards,,Ardeotis,,4,0,阿拉伯鹭鸨 (Ardeotis arabs); 灰颈鹭鸨 (Ardeotis kori); 印度鹭鸨 (Ardeotis nigriceps)
Otidiformes,鸨形目,Otididae,Bustards,,Eupodotis,,2,0,蓝鸨 (Eupodotis caerulescens); 白腹鸨 (Eupodotis senegalensis)
Otidiformes,鸨形目,Otididae,Bustards,,Heterotetrax,,3,0,黑喉鸨 (Heterotetrax vigorsii); 鲁氏鸨 (Heterotetrax rueppelii); 褐鸨 (Heterotetrax humilis)
Otidiformes,鸨形目,Otididae,Bustards,,Houbaropsis,,1,0,南亚鸨 (Houbaropsis bengalensis)
Otidiformes,鸨形目,Otididae,Bustards,,Lissotis,,2,0,灰黑腹鸨 (Lissotis hartlaubii); 褐黑腹鸨 (Lissotis melanogaster)
Otidiformes,鸨形目,Otididae,Bustards,,Lophotis,,3,0,萨氏鸨 (Lophotis savilei); 黄冠鸨 (Lophotis gindiana); 红冠鸨 (Lophotis ruficrista)
Otidiformes,鸨形目,Otididae,Bustards,,Neotis,,4,0,黑头鸨 (Neotis ludwigii); 黑冠鸨 (Neotis denhami); 黑脸鸨 (Neotis heuglinii)
Otidiformes,鸨形目,Otididae,Bustards,,Otis,,1,0,大鸨 (Otis tarda)
Otidiformes,鸨形目,Otididae,Bustards,,Sypheotides,,1,0,凤头鸨 (Sypheotides indicus)
Passeriformes,雀形目,Acanthisittidae,New Zealand Wrens,,Acanthisitta,,1,0,刺鹩 (Acanthisitta chloris)
Passeriformes,雀形目,Acanthisittidae,New Zealand Wrens,,Traversia,,1,0,斯蒂芬岛异鹩 (Traversia lyalli)
Passeriformes,雀形目,Acanthisittidae,New Zealand Wrens,,Xenicus,,2,0,新西兰岩鹩 (Xenicus gilviventris); 丛异鹩 (Xenicus longipes)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Acanthiza,,14,0,黄尾刺嘴莺 (Acanthiza chrysorrhoa); 新几内亚刺嘴莺 (Acanthiza cinerea); 巴布亚刺嘴莺 (Acanthiza murina)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Acanthornis,,1,0,灌丛丝刺莺 (Acanthornis magna)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Aethomyias,,6,0,淡嘴丝刺莺 (Aethomyias spilodera); 中山鼠莺 (Aethomyias nigrorufus); 瓦格丝刺莺 (Aethomyias rufescens)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Aphelocephala,,3,0,白脸刺莺 (Aphelocephala leucopsis); 斑纹白脸刺莺 (Aphelocephala nigricincta); 栗胸白脸刺莺 (Aphelocephala pectoralis)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Calamanthus,,3,0,田刺莺 (Calamanthus fuliginosus); 褐刺莺 (Calamanthus campestris); 西地刺莺 (Calamanthus montanellus)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Gerygone,,20,0,黄腹噪刺莺 (Gerygone chrysogaster); 褐噪刺莺 (Gerygone mouki); 灰头噪刺莺 (Gerygone chloronota)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Hylacola,,2,0,栗尾地刺莺 (Hylacola pyrrhopygia); 怯地刺莺 (Hylacola cauta)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Neosericornis,,1,0,黄喉丝刺莺 (Neosericornis citreogularis)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Oreoscopus,,1,0,蕨鹩刺莺 (Oreoscopus gutturalis)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Origma,,3,0,山鼠莺 (Origma robusta); 低地鼠莺 (Origma murina); 岩刺莺 (Origma solitaria)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Pachycare,,1,0,金脸啸鹟 (Pachycare flavogriseum)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Pycnoptilus,,1,0,随莺 (Pycnoptilus floccosus)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Pyrrholaemus,,2,0,斑刺莺 (Pyrrholaemus sagittatus); 红喉刺莺 (Pyrrholaemus brunneus)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Sericornis,,7,0,褐色丝刺莺 (Sericornis humilis); 白眉丝刺莺 (Sericornis frontalis); 斑丝刺莺 (Sericornis maculatus)
Passeriformes,雀形目,Acanthizidae,"Gerygones, Thornbills, Scrubwrens, and Allies",,Smicrornis,,1,0,褐阔嘴莺 (Smicrornis brevirostris)
Passeriformes,雀形目,Acrocephalidae,Reed Warblers and Allies,,Arundinax,,1,0,厚嘴苇莺 (Arundinax aedon)
Passeriformes,雀形目,Acrocephalidae,Reed Warblers and Allies,,Calamonastides,,1,0,细嘴捕蝇莺 (Calamonastides gracilirostris)
Passeriformes,雀形目,Acrocephalidae,Reed Warblers and Allies,,Graueria,,1,0,格氏丛莺 (Graueria vittata)
Passeriformes,雀形目,Acrocephalidae,Reed Warblers and Allies,,Hippolais,,4,0,绿篱莺 (Hippolais icterina); 歌篱莺 (Hippolais polyglotta); 淡色篱莺 (Hippolais languida)
Passeriformes,雀形目,Acrocephalidae,Reed Warblers and Allies,,Nesillas,,5,0,阿达薮莺 (Nesillas aldabrana); 马岛薮莺 (Nesillas typica); 荒漠薮莺 (Nesillas lantzii)
Passeriformes,雀形目,Aegithalidae,"Tit-warblers, Bushtits, and Long-tailed Tit",,Psaltriparus,,1,0,短嘴长尾山雀 (Psaltriparus minimus)
Passeriformes,雀形目,Aegithinidae,Ioras,,Aegithina,,4,0,黑翅雀鹎 (Aegithina tiphia); 白尾雀鹎 (Aegithina nigrolutea); 绿雀鹎 (Aegithina viridissima)
Passeriformes,雀形目,Alaudidae,Larks,,Alaemon,,2,0,小拟戴胜百灵 (Alaemon hamertoni); 拟戴胜百灵 (Alaemon alaudipes)
Passeriformes,雀形目,Alaudidae,Larks,,Alauda,,4,0,白翅云雀 (Alauda leucoptera); 拉索云雀 (Alauda razae); 小云雀 (Alauda gulgula)
Passeriformes,雀形目,Alaudidae,Larks,,Alaudala,,5,0,棕短趾百灵 (Alaudala somalica); 亚洲短趾百灵 (Alaudala cheleensis); 小短趾百灵 (Alaudala rufescens)
Passeriformes,雀形目,Alaudidae,Larks,,Amirafra,,3,0,领歌百灵 (Amirafra collaris); 垂耳歌百灵 (Amirafra rufocinnamomea); 安哥拉歌百灵 (Amirafra angolensis)
Passeriformes,雀形目,Alaudidae,Larks,,Ammomanes,,3,0,斑尾漠百灵 (Ammomanes cinctura); 棕尾漠百灵 (Ammomanes phoenicura); 漠百灵 (Ammomanes deserti)
Passeriformes,雀形目,Alaudidae,Larks,,Ammomanopsis,,1,0,格氏漠百灵 (Ammomanopsis grayi)
Passeriformes,雀形目,Alaudidae,Larks,,Calendulauda,,8,0,锈色歌百灵 (Calendulauda rufa); 萨博塔歌百灵 (Calendulauda sabota); 吉氏歌百灵 (Calendulauda gilletti)
Passeriformes,雀形目,Alaudidae,Larks,,Certhilauda,,4,0,短爪歌百灵 (Certhilauda chuana); 卡鲁歌百灵 (Certhilauda subcoronata); 半颈环歌百灵 (Certhilauda semitorquata)
Passeriformes,雀形目,Alaudidae,Larks,,Chersomanes,,2,0,比氏直爪百灵 (Chersomanes beesleyi); 直爪百灵 (Chersomanes albofasciata)
Passeriformes,雀形目,Alaudidae,Larks,,Chersophilus,,1,0,杜氏百灵 (Chersophilus duponti)
Passeriformes,雀形目,Alaudidae,Larks,,Corypha,,11,0,苏丹歌百灵 (Corypha kurrae); 振翅歌百灵 (Corypha apiata); 东振翅歌百灵 (Corypha fasciolata)
Passeriformes,雀形目,Alaudidae,Larks,,Eremalauda,,2,0,图氏沙百灵 (Eremalauda dunni); 阿拉伯百灵 (Eremalauda eremodites)
Passeriformes,雀形目,Alaudidae,Larks,,Eremophila,,2,0,漠角百灵 (Eremophila bilopha); 角百灵 (Eremophila alpestris)
Passeriformes,雀形目,Alaudidae,Larks,,Eremopterix,,8,0,黑耳雀百灵 (Eremopterix australis); 马岛雀百灵 (Eremopterix hova); 灰背雀百灵 (Eremopterix verticalis)
Passeriformes,雀形目,Alaudidae,Larks,,Galerida,,6,0,长嘴凤头百灵 (Galerida magnirostris); 太阳凤头百灵 (Galerida modesta); 塞氏凤头百灵 (Galerida deva)
Passeriformes,雀形目,Alaudidae,Larks,,Heteromirafra,,2,0,拉氏歌百灵 (Heteromirafra ruddi); 阿氏歌百灵 (Heteromirafra archeri)
Passeriformes,雀形目,Alaudidae,Larks,,Lullula,,1,0,林百灵 (Lullula arborea)
Passeriformes,雀形目,Alaudidae,Larks,,Mirafra,,7,0,雀歌百灵 (Mirafra passerina); 金歌百灵 (Mirafra cordofanica); 威氏歌百灵 (Mirafra williamsi)
Passeriformes,雀形目,Alaudidae,Larks,,Pinarocorys,,2,0,棕腰歌百灵 (Pinarocorys erythropygia); 黑歌百灵 (Pinarocorys nigricans)
Passeriformes,雀形目,Alaudidae,Larks,,Plocealauda,,5,0,缅甸歌百灵 (Plocealauda microptera); 东洋歌百灵 (Plocealauda erythrocephala); 斯里兰卡歌百灵 (Plocealauda affinis)
Passeriformes,雀形目,Alaudidae,Larks,,Ramphocoris,,1,0,厚嘴百灵 (Ramphocoris clotbey)
Passeriformes,雀形目,Alaudidae,Larks,,Spizocorys,,7,0,斯氏沙百灵 (Spizocorys starki); 花脸沙百灵 (Spizocorys personata); 粉嘴沙百灵 (Spizocorys conirostris)
Passeriformes,雀形目,Artamidae,"Woodswallows, Bellmagpies, and Allies",,Cracticus,,6,0,黑背钟鹊 (Cracticus mentalis); 灰钟鹊 (Cracticus torquatus); 银背钟鹊 (Cracticus argenteus)
Passeriformes,雀形目,Artamidae,"Woodswallows, Bellmagpies, and Allies",,Gymnorhina,,1,0,澳洲钟鹊 (Gymnorhina tibicen)
Passeriformes,雀形目,Artamidae,"Woodswallows, Bellmagpies, and Allies",,Melloria,,1,0,黑钟鹊 (Melloria quoyi)
Passeriformes,雀形目,Artamidae,"Woodswallows, Bellmagpies, and Allies",,Peltops,,2,0,盾钟鹊 (Peltops blainvillii); 山盾钟鹊 (Peltops montanus)
Passeriformes,雀形目,Artamidae,"Woodswallows, Bellmagpies, and Allies",,Strepera,,3,0,斑噪钟鹊 (Strepera graculina); 黑噪钟鹊 (Strepera fuliginosa); 灰噪钟鹊 (Strepera versicolor)
Passeriformes,雀形目,Atrichornithidae,Scrubbirds,,Atrichornis,,2,0,噪薮鸟 (Atrichornis clamosus); 棕薮鸟 (Atrichornis rufescens)
Passeriformes,雀形目,Bernieridae,Malagasy Warblers and Tetrakas,,Bernieria,,1,0,长嘴马岛莺 (Bernieria madagascariensis)
Passeriformes,雀形目,Bernieridae,Malagasy Warblers and Tetrakas,,Crossleyia,,2,0,黄眉马岛莺 (Crossleyia xanthophrys); 暗色旋木鹎 (Crossleyia tenebrosa)
Passeriformes,雀形目,Bernieridae,Malagasy Warblers and Tetrakas,,Cryptosylvicola,,1,0,隐马岛莺 (Cryptosylvicola randrianasoloi)
Passeriformes,雀形目,Bernieridae,Malagasy Warblers and Tetrakas,,Hartertula,,1,0,楔尾马岛莺 (Hartertula flavoviridis)
Passeriformes,雀形目,Bernieridae,Malagasy Warblers and Tetrakas,,Oxylabes,,1,0,白喉马岛莺 (Oxylabes madagascariensis)
Passeriformes,雀形目,Bernieridae,Malagasy Warblers and Tetrakas,,Randia,,1,0,绣眼马岛莺 (Randia pseudozosterops)
Passeriformes,雀形目,Bernieridae,Malagasy Warblers and Tetrakas,,Thamnornis,,1,0,绿马岛莺 (Thamnornis chloropetoides)
Passeriformes,雀形目,Bernieridae,Malagasy Warblers and Tetrakas,,Xanthomixis,,3,0,短嘴旋木鹎 (Xanthomixis zosterops); 阿氏旋木鹎 (Xanthomixis apperti); 灰冠旋木鹎 (Xanthomixis cinereiceps)
Passeriformes,雀形目,Buphagidae,Oxpeckers,,Buphagus,,2,0,红嘴牛椋鸟 (Buphagus erythroryncha); 黄嘴牛椋鸟 (Buphagus africanus)
Passeriformes,雀形目,Calcariidae,Longspurs and Snow Buntings,,Calcarius,,3,0,铁爪鹀 (Calcarius lapponicus); 栗领铁爪鹀 (Calcarius ornatus); 黄腹铁爪鹀 (Calcarius pictus)
Passeriformes,雀形目,Calcariidae,Longspurs and Snow Buntings,,Plectrophenax,,2,0,麦氏鹀 (Plectrophenax hyperboreus); 雪鹀 (Plectrophenax nivalis)
Passeriformes,雀形目,Calcariidae,Longspurs and Snow Buntings,,Rhynchophanes,,1,0,麦氏铁爪鹀 (Rhynchophanes mccownii)
Passeriformes,雀形目,Callaeidae,New Zealand Wattlebirds,,Callaeas,,2,0,垂耳鸦 (Callaeas cinereus); 北岛垂耳鸦 (Callaeas wilsoni)
Passeriformes,雀形目,Callaeidae,New Zealand Wattlebirds,,Heteralocha,,1,0,镰嘴垂耳鸦 (Heteralocha acutirostris)
Passeriformes,雀形目,Callaeidae,New Zealand Wattlebirds,,Philesturnus,,2,0,鞍背鸦 (Philesturnus carunculatus); 北岛鞍背鸦 (Philesturnus rufusater)
Passeriformes,雀形目,Calyptomenidae,African and Green Broadbills,,Calyptomena,,3,0,绿阔嘴鸟 (Calyptomena viridis); 丽绿阔嘴鸟 (Calyptomena hosii); 黑喉绿阔嘴鸟 (Calyptomena whiteheadi)
Passeriformes,雀形目,Calyptomenidae,African and Green Broadbills,,Smithornis,,3,0,非洲阔嘴鸟 (Smithornis capensis); 灰头阔嘴鸟 (Smithornis sharpei); 棕胁阔嘴鸟 (Smithornis rufolateralis)
Passeriformes,雀形目,Calyptophilidae,Chat-tanagers,,Calyptophilus,,2,0,西䳭唐纳雀 (Calyptophilus tertius); 东䳭唐纳雀 (Calyptophilus frugivorus)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Campephaga,,4,0,黑鹃鵙 (Campephaga flava); 红腹鹃鵙 (Campephaga petiti); 红肩鹃鵙 (Campephaga phoenicea)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Campochaera,,1,0,橙鹃鵙 (Campochaera sloetii)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Ceblepyris,,5,0,科摩罗鹃鵙 (Ceblepyris cucullatus); 马岛鹃鵙 (Ceblepyris cinereus); 格氏鹃鵙 (Ceblepyris graueri)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Celebesica,,1,0,姬鹃鵙 (Celebesica abbotti)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Coracina,,27,0,厚嘴鹃鵙 (Coracina caeruleogrisea); 黑冠鹃鵙 (Coracina longicauda); 双色鹃鵙 (Coracina bicolor)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Cyanograucalus,,1,0,蓝鹃鵙 (Cyanograucalus azureus)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Edolisoma,,31,0,山鹃鵙 (Edolisoma anale); 菲律宾黑鹃鵙 (Edolisoma coerulescens); 白翅鹃鵙 (Edolisoma ostentum)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Lalage,,20,0,斑鸣鹃鵙 (Lalage maculosa); 萨摩亚鸣鹃鵙 (Lalage sharpei); 长尾鸣鹃鵙 (Lalage leucopyga)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Lobotos,,2,0,加纳鹃鵙 (Lobotos lobatus); 鹂鹃鵙 (Lobotos oriolinus)
Passeriformes,雀形目,Campephagidae,Cuckooshrikes,,Malindangia,,1,0,尖尾鹃鵙 (Malindangia mcgregori)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Amaurospiza,,4,0,蓝籽雀 (Amaurospiza concolor); 厄瓜多尔食籽雀 (Amaurospiza aequatorialis); 委内瑞拉籽雀 (Amaurospiza carrizalensis)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Cardinalis,,3,0,锡嘴主红雀 (Cardinalis phoeniceus); 主红雀 (Cardinalis cardinalis); 灰额主红雀 (Cardinalis sinuatus)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Caryothraustes,,2,0,黑脸厚嘴雀 (Caryothraustes poliogaster); 黄绿厚嘴雀 (Caryothraustes canadensis)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Chlorothraupis,,4,0,卡氏唐纳雀 (Chlorothraupis carmioli); 绿唐纳雀 (Chlorothraupis frenata); 黄眉绿唐纳雀 (Chlorothraupis olivacea)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Cyanocompsa,,1,0,蓝彩鹀 (Cyanocompsa parellina)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Cyanoloxia,,4,0,蓝大彩鹀 (Cyanoloxia glaucocaerulea); 蓝黑彩鹀 (Cyanoloxia cyanoides); 亚马孙彩鹀 (Cyanoloxia rothschildii)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Driophlox,,4,0,红喉蚁唐纳雀 (Driophlox fuscicauda); 烟色蚁唐纳雀 (Driophlox gutturalis); 黑颊蚁唐纳雀 (Driophlox atrimaxillaris)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Granatellus,,4,0,红胸䳭莺 (Granatellus venustus); 灰喉䳭莺 (Granatellus sallaei); 玫胸䳭莺 (Granatellus pelzelni)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Habia,,1,0,红头蚁唐纳雀 (Habia rubica)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Passerina,,7,0,靛蓝彩鹀 (Passerina cyanea); 白腹蓝彩鹀 (Passerina amoena); 斑翅蓝彩鹀 (Passerina caerulea)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Periporphyrus,,2,0,黑头红锡嘴雀 (Periporphyrus erythromelas); 朱领锡嘴雀 (Periporphyrus celaeno)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Pheucticus,,6,0,黄色斑翅雀 (Pheucticus chrysopeplus); 黄腹斑翅雀 (Pheucticus chrysogaster); 黑腿斑翅雀 (Pheucticus tibialis)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Piranga,,9,0,红头丽唐纳雀 (Piranga erythrocephala); 红冠丽唐纳雀 (Piranga rubriceps); 白翅丽唐纳雀 (Piranga leucoptera)
Passeriformes,雀形目,Cardinalidae,Cardinals and Allies,,Spiza,,1,0,美洲雀 (Spiza americana)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Abroscopus,,3,0,黄腹鹟莺 (Abroscopus superciliaris); 棕脸鹟莺 (Abroscopus albogularis); 黑脸鹟莺 (Abroscopus schisticeps)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Cettia,,4,0,大树莺 (Cettia major); 棕顶树莺 (Cettia brunnifrons); 栗头地莺 (Cettia castaneocoronata)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Hemitesia,,2,0,纽氏丛莺 (Hemitesia neumanni); 淡脚树莺 (Hemitesia pallidipes)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Phyllergates,,2,0,褐头缝叶莺 (Phyllergates heterolaemus); 金头拟缝叶莺 (Phyllergates cucullatus)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Scotocerca,,1,0,纹鹪莺 (Scotocerca inquieta)
Passeriformes,雀形目,Cettiidae,Bush Warblers and Allies,,Tickellia,,1,0,宽嘴鹟莺 (Tickellia hodgsoni)
Passeriformes,雀形目,Chaetopidae,Rockjumpers,,Chaetops,,2,0,棕岩鸫 (Chaetops frenatus); 橙胸岩鸫 (Chaetops aurantius)
Passeriformes,雀形目,Chloropseidae,Leafbirds,,Chloropsis,,12,0,黄翅叶鹎 (Chloropsis flavipennis); 黄喉叶鹎 (Chloropsis palawanensis); 大绿叶鹎 (Chloropsis sonnerati)
Passeriformes,雀形目,Cinclidae,Dippers,,Cinclus,,5,0,河乌 (Cinclus cinclus); 褐河乌 (Cinclus pallasii); 美洲河乌 (Cinclus mexicanus)
Passeriformes,雀形目,Cinclosomatidae,Jewel-babblers and Quail-thrushes,,Cinclosoma,,8,0,斑鹑鸫 (Cinclosoma punctatum); 栗鹑鸫 (Cinclosoma castanotum); 铜背鹑鸫 (Cinclosoma clarum)
